#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000002.1	300011	372554	t2pks arylpolyene hybrid	false	xantholipin	14	BGC0000279	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000002.1&start=300011&end=372554
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000002.1	570459	652850	oligosaccharide terpene nrps t1pks hybrid	false	lobosamide A/lobosamide B/lobosamide C	10	BGC0001303	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000002.1&start=570459&end=652850
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000002.1	663769	740591	rre-containing nrps hybrid	false	pacidamycin 1/pacidamycin 2/pacidamycin 3/pacidamycin 4/pacidamycin 5/pacidamycin 6/pacidamycin 7/pacidamycin D	18	BGC0000951	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000002.1&start=663769&end=740591
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000014.1	37204	60410	ripp-like terpene hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	30	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000014.1&start=37204&end=60410
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000005.1	63626	86414	lassopeptide	false	nocathiacin	4	BGC0000609	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000005.1&start=63626&end=86414
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000005.1	500346	537455	nrps-like	true	stenothricin	31	BGC0000431	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000005.1&start=500346&end=537455
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000004.1	170518	191622	rre-containing	false	notonesomycin A	3	BGC0002541	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000004.1&start=170518&end=191622
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000004.1	427362	486776	nrps nrps-like hybrid	false	rustmicin	6	BGC0000065	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000004.1&start=427362&end=486776
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000006.1	178740	219796	t3pks	false	loseolamycin A1/loseolamycin A2	88	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000006.1&start=178740&end=219796
Micromonospora	Unknown	DSM 44830	NZ_FMCX01000008.1	157529	178480	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCX01000008.1&start=157529&end=178480
Xylanimonas	cellulosilytica	DSM 15894	NC_013530.1	88336	110911	lassopeptide	false	streptomonomicin	60	BGC0001176	https://antismash-db.secondarymetabolites.org/area?record=NC_013530.1&start=88336&end=110911
Xylanimonas	cellulosilytica	DSM 15894	NC_013530.1	1733566	1743833	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_013530.1&start=1733566&end=1743833
Xylanimonas	cellulosilytica	DSM 15894	NC_013530.1	1922445	1952845	ni-siderophore	false	FW0622	37	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NC_013530.1&start=1922445&end=1952845
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	723342	775870	t1pks other hybrid	false	tambjamine BE-18591	17	BGC0002381	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=723342&end=775870
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	1530733	1553943	indole	false	staurosporine	82	BGC0000827	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=1530733&end=1553943
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	1711295	1757103	t1pks	false	dynemicin A	13	BGC0001060	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=1711295&end=1757103
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	1798073	1822698	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=1798073&end=1822698
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	2951148	2973815	lanthipeptide-class-ii	false	actagardine	25	BGC0000495	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=2951148&end=2973815
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	3060132	3074957	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=3060132&end=3074957
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	3242355	3312809	nrp-metallophore other nrps hybrid	false	polyoxypeptin	35	BGC0001036	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=3242355&end=3312809
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4105581	4179820	nrps terpene hybrid	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4105581&end=4179820
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4320991	4362176	t3pks	false	loseolamycin A1/loseolamycin A2	80	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4320991&end=4362176
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4487804	4560260	t2pks butyrolactone hybrid	false	enterocin	65	BGC0000220	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4487804&end=4560260
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4579245	4657915	t1pks nrps-like hybrid	false	sporolide A/sporolide B	55	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4579245&end=4657915
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4766934	4796725	ni-siderophore	false	FW0622	62	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4766934&end=4796725
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4801159	4873675	t2pks	false	pradimicin-A	25	BGC0000256	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4801159&end=4873675
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4888103	4909363	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4888103&end=4909363
Salinispora	Unknown	DSM 45549	NZ_KB900614.1	4977772	4998939	amglyccycl	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB900614.1&start=4977772&end=4998939
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000002.1	8687	93799	nrps-like nrps t1pks hybrid	false	nannocystin a	35	BGC0001212	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000002.1&start=8687&end=93799
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000004.1	20016	97453	napaa nrps rre-containing hybrid	false	ε-Poly-L-lysine	100	BGC0002174	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000004.1&start=20016&end=97453
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000004.1	227295	333752	nrps t1pks pks-like hybrid	false	oxalomycin B	21	BGC0001106	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000004.1&start=227295&end=333752
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000004.1	340703	386709	nrps	false	cinnapeptin	10	BGC0002108	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000004.1&start=340703&end=386709
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000005.1	100172	111000	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	33	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000005.1&start=100172&end=111000
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000007.1	150326	191379	t3pks	false	loseolamycin A1/loseolamycin A2	64	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000007.1&start=150326&end=191379
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000008.1	207779	259505	t1pks	false	hexacosalactone A	9	BGC0002497	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000008.1&start=207779&end=259505
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000012.1	132030	204525	t2pks	false	paramagnetoquinone 1/paramagnetoquinone 2	28	BGC0001730	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000012.1&start=132030&end=204525
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000014.1	79604	154943	nrps nrp-metallophore hybrid	false	peucechelin	35	BGC0002466	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000014.1&start=79604&end=154943
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000018.1	86673	139339	ripp-like nrps hybrid	true	s56-p1	25	BGC0001764	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000018.1&start=86673&end=139339
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000019.1	100812	131952	ni-siderophore	false	oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B	6	BGC0002656	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000019.1&start=100812&end=131952
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000020.1	29121	87843	t1pks	false	tiacumicin B	19	BGC0000165	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000020.1&start=29121&end=87843
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000021.1	19934	31485	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000021.1&start=19934&end=31485
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000022.1	50259	71357	indole	false	fortimicin	13	BGC0000695	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000022.1&start=50259&end=71357
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000027.1	0	58279	nrps	true	marformycin A/marformycin B/marformycin C/marformycin D/marformycin E/marformycin F	16	BGC0001214	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000027.1&start=0&end=58279
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000039.1	0	25422	nrps	true	cyclomarin D	65	BGC0000333	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000039.1&start=0&end=25422
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000040.1	0	28872	indole nrps betalactone hybrid	true	cyclomarin D	34	BGC0000333	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000040.1&start=0&end=28872
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000047.1	0	17960	lanthipeptide-class-i	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000047.1&start=0&end=17960
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000049.1	0	16465	terpene	true	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000049.1&start=0&end=16465
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000051.1	0	12004	nrps-like	true	friulimicin A/friulimicin B/friulimicin C/friulimicin D	6	BGC0000354	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000051.1&start=0&end=12004
Pseudosporangium	Unknown	DSM 45348	NZ_PVZG01000073.1	0	2336	nrps-like	true	ririwpeptide A/ririwpeptide B/ririwpeptide C	100	BGC0002286	https://antismash-db.secondarymetabolites.org/area?record=NZ_PVZG01000073.1&start=0&end=2336
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000010.1	119101	150115	ni-siderophore	false	oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B	10	BGC0002656	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000010.1&start=119101&end=150115
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000013.1	213939	241838	ni-siderophore	true	legonoxamine A/desferrioxamine B/legonoxamine B	66	BGC0002305	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000013.1&start=213939&end=241838
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000015.1	83412	104324	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000015.1&start=83412&end=104324
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000019.1	31917	77838	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000019.1&start=31917&end=77838
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000002.1	6802	52583	t1pks	false	maduropeptin	37	BGC0001008	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000002.1&start=6802&end=52583
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000002.1	323252	379223	other pks-like rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000002.1&start=323252&end=379223
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000021.1	86043	152940	ranthipeptide t1pks hybrid	true	auroramycin	22	BGC0001522	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000021.1&start=86043&end=152940
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000025.1	48322	89405	t3pks	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000025.1&start=48322&end=89405
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000026.1	32944	105469	butyrolactone t2pks hybrid	false	murayaquinone	17	BGC0001675	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000026.1&start=32944&end=105469
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000028.1	0	19192	linaridin	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000028.1&start=0&end=19192
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000029.1	37006	97155	t1pks nrps hybrid	true	zorbamycin	4	BGC0001058	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000029.1&start=37006&end=97155
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000003.1	46909	67230	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000003.1&start=46909&end=67230
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000003.1	205437	226220	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000003.1&start=205437&end=226220
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000003.1	232717	253641	terpene	false	carotenoid	37	BGC0000649	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000003.1&start=232717&end=253641
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000003.1	260748	282974	terpene	false	geosmin	100	BGC0001181	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000003.1&start=260748&end=282974
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000003.1	334845	376804	resorcinol	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000003.1&start=334845&end=376804
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000031.1	45482	86289	other	false	BE-14106	10	BGC0000029	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000031.1&start=45482&end=86289
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000033.1	5138	77663	t2pks	false	polyketomycin	30	BGC0001061	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000033.1&start=5138&end=77663
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000034.1	0	39183	nrps	true	actagardine	6	BGC0000495	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000034.1&start=0&end=39183
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000038.1	11123	73612	t1pks ripp-like hybrid	true	heronamide C/heronamide A/heronamide B	38	BGC0002101	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000038.1&start=11123&end=73612
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000004.1	53921	130086	nrps-like nrps hybrid	false	bonnevillamide D/bonnevillamide E	13	BGC0002373	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000004.1&start=53921&end=130086
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000004.1	174471	300343	isocyanide-nrp lanthipeptide-class-ii lanthipeptide-class-iii nrps hybrid	false	ishigamide	16	BGC0001623	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000004.1&start=174471&end=300343
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000004.1	365604	421685	nrps t1pks hybrid	false	isorenieratene	18	BGC0001227	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000004.1&start=365604&end=421685
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000005.1	85039	141120	t1pks nrps hybrid	false	isorenieratene	18	BGC0001227	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000005.1&start=85039&end=141120
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000006.1	79849	114925	napaa	false	auroramycin	4	BGC0001522	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000006.1&start=79849&end=114925
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000008.1	53218	64049	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000008.1&start=53218&end=64049
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000009.1	66479	107061	other	false	chloromyxamide	13	BGC0001945	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000009.1&start=66479&end=107061
Catellatospora	Unknown	NEAU-YM18	NZ_JAHRCY010000009.1	194636	238230	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHRCY010000009.1&start=194636&end=238230
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000001.1	189263	204112	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000001.1&start=189263&end=204112
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000001.1	381808	443063	nrps	false	coprisamide C/coprisamide D	13	BGC0002378	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000001.1&start=381808&end=443063
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000001.1	1250575	1471211	2dos nrps-like t1pks hybrid	false	quinolidomicin A	64	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000001.1&start=1250575&end=1471211
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000001.1	1709059	1746352	oligosaccharide	false	kijanimicin	11	BGC0000082	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000001.1&start=1709059&end=1746352
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000002.1	705611	746661	t3pks	false	loseolamycin A1/loseolamycin A2	80	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000002.1&start=705611&end=746661
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000003.1	155869	166694	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	30	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000003.1&start=155869&end=166694
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000003.1	310945	331893	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000003.1&start=310945&end=331893
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000004.1	75732	148362	t2pks	false	frankiamicin	35	BGC0001197	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000004.1&start=75732&end=148362
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000004.1	227170	321709	nrps-like t1pks nrps hybrid	false	thiocoraline	18	BGC0000445	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000004.1&start=227170&end=321709
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000004.1	377702	443153	t1pks terpene hybrid	false	sporolide A/sporolide B	23	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000004.1&start=377702&end=443153
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000004.1	571013	605440	nrps	true	gentamicin	6	BGC0000696	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000004.1&start=571013&end=605440
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000005.1	66528	87452	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000005.1&start=66528&end=87452
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000006.1	41462	93595	t1pks nrps hybrid	false	BE-43547A1/BE-43547A2/BE-43547B1/BE-43547B2/BE-43547B3/BE-43547C1/BE-43547C2	12	BGC0001331	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000006.1&start=41462&end=93595
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000006.1	294771	417597	nrps-like t1pks nrps hybrid	true	kedarcidin	4	BGC0000081	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000006.1&start=294771&end=417597
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000007.1	10735	52130	arylpolyene	false	hygromycin A	24	BGC0000698	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000007.1&start=10735&end=52130
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000007.1	94667	135807	resorcinol	false	reveromycin A	6	BGC0000135	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000007.1&start=94667&end=135807
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000007.1	254822	266784	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000007.1&start=254822&end=266784
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000008.1	26490	91677	t1pks nrps-like hybrid	false	lobosamide A/lobosamide B/lobosamide C	4	BGC0001303	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000008.1&start=26490&end=91677
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000008.1	229896	251180	amglyccycl	false	validamycin A	27	BGC0000723	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000008.1&start=229896&end=251180
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000008.1	277827	300494	lanthipeptide-class-iii	false	SapB	100	BGC0000551	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000008.1&start=277827&end=300494
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000008.1	301137	332948	nrps ni-siderophore nrps-like hybrid	true	FW0622	62	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000008.1&start=301137&end=332948
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000009.1	9614	30622	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000009.1&start=9614&end=30622
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000011.1	134831	255240	other t1pks hybrid	false	tetrocarcin A	93	BGC0000162	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000011.1&start=134831&end=255240
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000012.1	11471	58860	nrps	false	clipibicyclene/azabicyclene B/azabicyclene C/azabicyclene D	27	BGC0002697	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000012.1&start=11471&end=58860
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000013.1	0	20291	rre-containing	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000013.1&start=0&end=20291
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000014.1	51025	76359	t1pks	true	hexacosalactone A	4	BGC0002497	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000014.1&start=51025&end=76359
Micromonospora	Unknown	NBRC 110038	NZ_BBOL01000016.1	0	17346	t1pks	true	hexacosalactone A	9	BGC0002497	https://antismash-db.secondarymetabolites.org/area?record=NZ_BBOL01000016.1&start=0&end=17346
Cellulosimicrobium	Unknown	TL2	NZ_CP101475.1	84520	130685	thioamide-nrp	false	enteromycin	12	BGC0002499	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP101475.1&start=84520&end=130685
Cellulosimicrobium	Unknown	TL2	NZ_CP101475.1	383410	393701	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP101475.1&start=383410&end=393701
Cellulosimicrobium	Unknown	TL2	NZ_CP101475.1	699839	720754	terpene	false	7-deoxypactamycin	5	BGC0000119	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP101475.1&start=699839&end=720754
Cellulosimicrobium	Unknown	TL2	NZ_CP101475.1	2214134	2257445	t3pks ni-siderophore hybrid	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP101475.1&start=2214134&end=2257445
Cellulosimicrobium	Unknown	TL2	NZ_CP101475.1	3814836	3825133	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP101475.1&start=3814836&end=3825133
Cellulosimicrobium	Unknown	KCTC 49039	NZ_JACYHB010000001.1	257152	291109	napaa	false	ε-Poly-L-lysine	100	BGC0002174	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACYHB010000001.1&start=257152&end=291109
Cellulosimicrobium	Unknown	KCTC 49039	NZ_JACYHB010000001.1	370855	413016	ni-siderophore t3pks hybrid	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACYHB010000001.1&start=370855&end=413016
Cellulosimicrobium	Unknown	KCTC 49039	NZ_JACYHB010000004.1	31032	41440	ectoine	false	ectoine	50	BGC0002052	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACYHB010000004.1&start=31032&end=41440
Cellulosimicrobium	Unknown	KCTC 49039	NZ_JACYHB010000004.1	190826	211714	terpene	false	7-deoxypactamycin	5	BGC0000119	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACYHB010000004.1&start=190826&end=211714
Cellulosimicrobium	Unknown	KCTC 49039	NZ_JACYHB010000005.1	18497	41985	rre-containing lassopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACYHB010000005.1&start=18497&end=41985
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000001.1	7003	80323	t2pks nrps-like hybrid	false	indigoidine	24	BGC0000727	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000001.1&start=7003&end=80323
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000001.1	629174	672595	nrps	true	salinamide A/salinamide B/salinamide C/salinamide D/salinamide E/salinamide F/desmethylsalinamide C/desmethylsalinamide E	14	BGC0001230	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000001.1&start=629174&end=672595
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000014.1	107104	185598	nrps nrp-metallophore hybrid	false	qinichelins	33	BGC0001752	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000014.1&start=107104&end=185598
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000015.1	0	36989	nrps	true	sarpeptin A/sarpeptin B	25	BGC0001984	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000015.1&start=0&end=36989
